0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	1
86	1
87	1
88	1
89	1
90	1
91	1
92	1
93	1
94	2
95	2
96	3
97	3
98	4
99	4
100	5
101	6
102	7
103	8
104	9
105	9
106	12
107	13
108	13
109	13
110	13
111	13
112	14
113	14
114	14
115	16
116	16
117	16
118	19
119	20
120	21
121	21
122	21
123	23
124	25
125	26
126	27
127	29
128	29
129	30
130	31
131	32
132	33
133	34
134	39
135	40
136	45
137	47
138	50
139	53
140	54
141	55
142	56
143	58
144	59
145	60
146	63
147	66
148	68
149	71
150	74
151	75
152	77
153	79
154	81
155	83
156	87
157	91
158	91
159	94
160	95
161	97
162	100
163	103
164	105
165	105
166	107
167	109
168	112
169	117
170	117
171	120
172	120
173	124
174	126
175	128
176	130
177	130
178	136
179	140
180	144
181	148
182	153
183	157
184	157
185	162
186	165
187	167
188	168
189	171
190	175
191	181
192	187
193	189
194	190
195	192
196	194
197	197
198	200
199	204
200	207
201	208
202	211
203	214
204	218
205	224
206	227
207	230
208	232
209	235
210	241
211	244
212	245
213	250
214	255
215	259
216	259
217	260
218	261
219	266
220	268
221	270
222	272
223	277
224	280
225	283
226	291
227	292
228	295
229	298
230	299
231	300
232	303
233	306
234	308
235	312
236	313
237	316
238	320
239	321
240	322
241	323
242	328
243	330
244	333
245	336
246	338
247	339
248	340
249	344
250	351
251	353
252	355
253	356
254	358
255	361
256	365
257	369
258	369
259	371
260	371
261	373
262	376
263	376
264	382
265	384
266	385
267	386
268	388
269	391
270	393
271	395
272	401
273	405
274	405
275	407
276	411
277	413
278	414
279	415
280	415
281	416
282	416
283	419
284	421
285	423
286	427
287	429
288	429
289	431
290	433
291	437
292	439
293	442
294	443
295	443
296	443
297	446
298	446
299	447
300	449
301	450
302	454
303	457
304	458
305	460
306	464
307	465
308	465
309	471
310	473
311	476
312	477
313	479
314	479
315	481
316	483
317	484
318	486
319	486
320	486
321	487
322	488
323	490
324	493
325	494
326	494
327	495
328	496
329	497
330	498
331	499
332	501
333	501
334	504
335	506
336	506
337	508
338	510
339	512
340	514
341	514
342	518
343	520
344	522
345	523
346	523
347	526
348	527
349	530
350	535
351	536
352	539
353	540
354	542
355	542
356	544
357	544
358	544
359	544
360	547
361	550
362	552
363	553
364	555
365	556
366	558
367	561
368	563
369	563
370	564
371	566
372	568
373	568
374	569
375	569
376	571
377	574
378	575
379	576
380	578
381	578
382	580
383	581
384	581
385	583
386	584
387	585
388	585
389	587
390	588
391	590
392	592
393	593
394	594
395	595
396	598
397	598
398	599
399	600
400	602
401	603
402	604
403	605
404	607
405	608
406	610
407	611
408	614
409	615
410	615
411	615
412	615
413	615
414	615
415	618
416	622
417	623
418	623
419	624
420	624
421	624
422	624
423	624
424	625
425	627
426	627
427	627
428	628
429	631
430	633
431	633
432	635
433	636
434	637
435	639
436	640
437	642
438	644
439	644
440	645
441	647
442	648
443	648
444	650
445	650
446	650
447	654
448	654
449	655
450	655
451	657
452	657
453	660
454	661
455	661
456	665
457	665
458	665
459	666
460	667
461	669
462	670
463	671
464	672
465	673
466	675
467	675
468	676
469	677
470	677
471	678
472	678
473	679
474	679
475	679
476	681
477	684
478	685
479	685
480	685
481	686
482	687
483	687
484	690
485	691
486	692
487	693
488	694
489	694
490	695
491	698
492	699
493	699
494	699
495	700
496	700
497	700
498	701
499	701
500	703
501	705
502	705
503	706
504	709
505	710
506	711
507	711
508	712
509	713
510	713
511	713
512	715
513	716
514	716
515	717
516	717
517	718
518	719
519	719
520	719
521	721
522	723
523	723
524	724
525	724
526	726
527	726
528	728
529	729
530	729
531	729
532	730
533	731
